id,updated_at,project_class,thread_source,likely_subagent,intent_class,disposition,cwd,title,first_user_summary,rollout_path
019e1aa8-5855-7c83-9db9-a97f1e1050e5,1780584949,Codex infrastructure,user,no,git/integration,候选保留: Codex 迁移/修复基础设施记录,C:\Users\HP\Desktop\dog,给我生成一张小狗图片，这个是教程：https://github.com/router-for-me/CLIProxyAPI/commit/e935196df43cb9af478fea377571873d07c9a39b,,C:\Users\HP\.codex\sessions\2026\05\12\rollout-2026-05-12T13-28-20-019e1aa8-5855-7c83-9db9-a97f1e1050e5.jsonl
019e0198-a041-77f1-84d0-c5524bfd4b81,1780584949,MoSim/quadrotor,user?,no,MCP/MWORKS,候选保留: MoSim 主项目记录,/mnt/c/Users/HP/Desktop/MoSim,"这是我的设计的文档，你看看有哪些不足
C:\Users\HP\Desktop\Quadrotor\Design
赛题简介：介绍整个赛题的实现目标、实用价值、涉及技术和整体要求

赛题背景：

随着智能无人系统的快速发展，四旋翼无人机在军事侦察、物流配送、农业植保等领域展现出广泛应用前景。位姿控制作为无人机自主飞行的核心技术，直接关系到无人机的稳定性、导航精度和任务执行能力。科学计算与系统建模仿真平台MWORKS为无人机系统提供了多领域统一建模、仿真测试与算法验证环境，支持从模型设计到实地部署的全流程开发。本赛题旨在鼓励参赛队伍基于MWORKS平台，结合先进的位姿控制技术，设计四旋翼无人机的控制系统，优化控制性能，推动国产自主可控技术在智能无人机领域的应用与创新。

实现目标：

参赛团队需基于MWORKS平台提供的四旋翼无人机模型与仿真环境，设计优化其位姿控制系统。具体目标包括：

1、设计或改进位姿控制算法，提升无人机在复杂环境下的定位精度和姿态稳定性;

2、实现高保真仿真验证，确保控制算法在多种场景下的可靠性与鲁棒性;

3、结合MWORKS平台功能，完成控制系统的建模、仿真与性能分析;

4、基于单架无人机系统仿真基础，进一步扩展至无人机编队控制方法研究与多场景仿真验证;

5、提供可扩展的模块化设计，支持后续功能扩展与算法迭代。

涉及技术：

多领域统一系统建模仿真、无人机动力学建模与控制算法设计、实时系统仿真与性能分析、模块化设计与接口开发、人工智能与优化算法在控制中的应用等。

整体要求：

同元为参赛团队提供四旋翼无人机位姿控制案例资料，包括以下内容：

四旋翼无人机模型库

基于MWORKS.Sysplorer构建的四旋翼无人机模型库，包含无人机本体模型、电驱模型、基于PID的位姿控制器、传感器模型等。

参赛团队需基于MWORKS平台进行开发，可参考提供的四旋翼无人机案例模型。作品需包含完整的系统模型、控制算法设计、仿真测试报告及相关文档。鼓励在功能完备的基础上进行创新，提出具有技术亮点的优化方案。作品需符合开源规范，代码结构清晰，文档齐全，便于评审与后续开发。


赛题业务场景：描述赛题相关的真实企业业务背景。从真实场景中，适当简化或者提炼出适合比赛的赛题场景

智能无人系统在智慧城市、应急救援、物流配送、地理测绘等领域的应用日益广泛，其中四旋翼无人机因其机动灵活、垂直起降、部署便捷等特点，已成为上述场景中执行巡检、运输、监测等任务的关键载体。在实际应用中，无人机需在动态复杂环境下实现稳定、精确的自主飞行与位姿控制，这对控制系统的鲁棒性、响应速度和环境适应性提出了极高要求。



基本功能需求

1、四旋翼无人机控制算法设计与优化

① 基于同元提供的四旋翼无人机案例(包含动力学模型与控制模型)，深入分析现有位姿控制算法(PID控制)在典型飞行场景(包括但不限于螺旋爬升、8 字形运动等)下的性能表现与不足。

②基于MWORKS.Sysblock设计并实现优化后的位姿控制算法。优化方向可包括但不限于：经典控制算法(如PID)的结构改进与变型;现代控制算法(如滑模控制、模型预测控制MPC等)的应用;或结合智能算法(如模糊控制、神经网络补偿等)的复合控制策略。

③将优化后的控制算法集成至基于 MWORKS 构建的无人机系统仿真模型，确保算法模块与原有仿真框架的稳定交互，并完成系统实现与算法验证工作。

④围绕无人机编队控制问题，开展编队控制算法的设计与实现研究，完成算法验证。在保证系统稳定性与编队协同性的前提下，实现多无人机在典型应用场景下的协同飞行控制。

2、控制算法性能仿真与对比分析

①使用科学计算环境MWORKS.Syslab，对优化前后的控制算法进行定量对比测试。

②制定明确的对比维度与量化指标，至少应包括：

    * 控制效果：如阶跃响应超调量、调节时间、稳态误差;对设定轨迹的跟踪精度(均方根误差RMSE)。

    * 鲁棒性：在模型参数摄动、模拟风扰或外部干扰等条件下的控制稳定性与性能保持度。

③提交详细的仿真分析报告，通过数据图表直观展示优化算法在各项指标上的提升，并对结果进行理论分析。


作品评分与功能丰富度和完成度成正比。

参赛团队可不限于以上列举功能，鼓励开发设计具有一定创新性的功能。



非功能性需求

1、代码开源，具有一定的规范性和可读性;

2、需提供便于读者阅读的代码开发文档;

3、模块化设计，支持接口扩展与算法替换;

4、具备良好的用户交互性与仿真展示效果;

5、作品要求具有创新性，禁止照搬抄袭(非原创代码需标明出处)。



实现条件：开发环境、实验平台、开发语言、数据库、编译器、涉及硬件等

1、四旋翼无人机位姿控制系统模型，要求：

①开发语言：不限

②开发平台：MWORKS.Sysplorer 2026、MWORKS.Sysblock 2026

2、其余功能要求：

①开发语言：不限

②开发平台：MWORKS 2026



测试数据或平台：提供给参赛者的测试环境和测试数据。

1、MWORKS软件下载地址：

https://www.tongyuan.cc/download

2、四旋翼无人机案例下载地址：

https://mohub.net/model/2355/summary

3、MWORKS资料包地址(包含下载与安装部署、软件培训与学习资源)：

https://doc.weixin.qq.com/doc/w3_ASQAygZ_APgWkFX7x0JQoaeU7El0T?scode=AFQA7wcNAAY1kOCuVxAb4A8gYIAP0



开发所需设备及设备指标需求说明

1、本地PC即可运行，建议配置16GB内存 + 独显(RTX2060或以上);

2、不依赖额外物理硬件。


文档及其他要求

1、用户手册

2、仿真分析报告


各评分项及大致占比

1、功能性(60%)

2、创新性(20%)

3、规范性(10%)

4、完整性(10%)


初赛作品提交要求

1、作品完整源文件：

包括所有MWORKS模型文件和其他依赖文件等内容。

2、用户手册(PDF格式)：

① 系统概述：简要介绍作品整体架构、功能模块。

② 环境配置：详细说明软件依赖的安装与配置步骤。

③ 使用教程：分步骤指导如何运行仿真、复现不同场景(基础场景与拓展场景)、调整关键参数。

④ 接口说明：如有自定义模块或接口，需提供清晰的API说明。

3、仿真分析报告(PDF格式)：

① 算法设计报告：详述优化算法的设计原理、思路、创新点及实现方法。

② 对比实验与分析：展示详细的实验设置、原算法与优化算法的对比数据与图表，并进行量化分析与讨论，明确性能提升点。

③ 场景验证说明：介绍所有验证场景(包括自主设计的场景)的设计目的、实施方法与演示结果。

4、演示视频(MP4/AVI/MOV/FLV等主流格式，时长不超过7分钟)：

视频需包含：

① 作品概述：简要介绍团队、选题与作品核心功能。

② 系统运行演示： 重点展示优化算法在不同场景(特别是高展示度场景)下的三维可视化运行效果。可通过画中画形式同步展示MWORKS仿真数据曲线与三维视景。

③ 关键功能与创新点讲解： 结合演示画面，清晰说明算法优化之处、性能提升效果及自主设计的亮点场景。

视频要求清晰、流畅，配音或字幕说明准确。


决赛阶段，参赛团队须在初赛作品基础上进行完善与优化。评委将在决赛现场公布特定应用场景，参赛团队需基于该场景完成控制算法的验证与演示。",,C:\Users\HP\.codex\sessions\2026\05\07\rollout-2026-05-07T16-40-40-019e0198-a041-77f1-84d0-c5524bfd4b81.jsonl
019e7c99-e807-7cc1-b1b4-2a88d012a68e,1780581068,MoSim/quadrotor,user,no,main/general,候选保留: MoSim 主项目记录,/mnt/c/Users/HP/Desktop/MoSim,[@电脑](plugin://computer-use@openai-bundled) 为什么点击玩codex app里面的codex移动版本就闪退，想办法帮我解决这个问题：,,C:\Users\HP\.codex\sessions\2026\05\31\rollout-2026-05-31T13-55-21-019e7c99-e807-7cc1-b1b4-2a88d012a68e.jsonl
019e787c-bcff-74e0-af71-ffd47fc2e23b,1780581068,Codex infrastructure,user,no,main/general,候选保留: Codex 迁移/修复基础设施记录,\\?\C:\Users\HP\Desktop\DH,"前四幅图是原GPU_Test运行时的截图，后两副图是当前主程序运行·时算法配置界面，根据对比，可以发现有以下问题：主程序左右的视图都是波形图，但设计上应该是一个波形图一个点谱图，下方是输出日志，可见输出日志与原GPU_Test不同，而且该日志界面希望加一个滑轮，可以查阅一次运行所有输出而不被覆盖掉，现GPU_Test 在此电脑""E:\Signal_processing\GPU_Test""（再次声明，该项目本身就是本程序算法配置这一栏，也仅仅是这一栏的功能），所以目前合并时遇到了以上的大问题，还有以下问题不容忽视：根据截图，算法配置上的吞吐量没有实时显示，是--，这一数据在输出日志里就有，提取出来实时更新呗，然后GPU占用率也一直显示0，这个每10秒用nvidia-smi看就行，还有一个问题，你可以发现图五图六，有波形绘制的时候显示通道是正常的，可有时显示只有4通道，这是什么原因，请查清楚并修正，另外可以发现原本图三图四的一些交互功能在合并到本程序的时候消失了（从图五图六中可以明显看到），所以现在就要立一个goal，解决我所描述的上述问题，另外提醒，本项目中包含的关于""E:\Signal_processing\GPU_Test""的部分，如果实际输出日志与我截图的可能不符，那就按照本程序里面的来，但是现在界面展示的我确定并不是本项目中实际的输出日志，不符合预期。",,C:\Users\HP\.codex\sessions\2026\05\30\rollout-2026-05-30T18-45-01-019e787c-bcff-74e0-af71-ffd47fc2e23b.jsonl
019e74de-a83c-7fc2-8987-06c95577a1d3,1780581068,MoSim/quadrotor,user,no,main/general,候选保留: MoSim 主项目记录,\\?\C:\Users\HP\Desktop\MoSim,"请创建一个标题为 MoSim｜外部情报进化 的 CoAgent 常驻部门对话。
部门职责：持续学习模型厂商、Agent 框架、开源项目和管理经验，提出采纳建议。
对齐对象：ProductStrategyAgent
这是部门入口初始化，不要读写文件，不要运行命令，不要派发业务任务。
只回复一句：MoSim｜外部情报进化 已建立，等待任务单。",,C:\Users\HP\.codex\sessions\2026\05\30\rollout-2026-05-30T01-53-30-019e74de-a83c-7fc2-8987-06c95577a1d3.jsonl
019e74de-a452-7a50-99e7-ca9a247b32f1,1780581068,MoSim/quadrotor,user,no,git/integration,候选保留: MoSim 主项目记录,\\?\C:\Users\HP\Desktop\MoSim,"请创建一个标题为 MoSim｜DevOps 发布 的 CoAgent 常驻部门对话。
部门职责：负责 Git、分批提交、push、工作树合并、大文件和发布卫生。
对齐对象：DispatchAgent
这是部门入口初始化，不要读写文件，不要运行命令，不要派发业务任务。
只回复一句：MoSim｜DevOps 发布 已建立，等待任务单。",,C:\Users\HP\.codex\sessions\2026\05\30\rollout-2026-05-30T01-53-28-019e74de-a452-7a50-99e7-ca9a247b32f1.jsonl
019e1156-f22f-7823-9e83-96f1506152e0,1780581068,MoSim/quadrotor,user,no,main/general,候选保留: MoSim 主项目记录,\\?\C:\Users\HP\Desktop\MoSim,本项目运行时初始化的时候出现错误码5的错误，逐一排查原因，现在因为无法使用gpu导致消费能力弱 进而吞吐量非常低,,C:\Users\HP\.codex\sessions\2026\05\10\rollout-2026-05-10T18-02-51-019e1156-f22f-7823-9e83-96f1506152e0.jsonl
019e74d8-c6fd-76c2-98fe-832dc1fea97b,1780581067,MoSim/quadrotor,user,no,main/general,候选保留: MoSim 主项目记录,\\?\C:\Users\HP\Desktop\MoSim,"请创建一个标题为 MoSim｜安全合规 的 CoAgent 常驻部门对话。
部门职责：审查外部路径、密钥、许可证、破坏性命令和高风险自动化。
对齐对象：MainAgent
这是部门入口初始化，不要读写文件，不要运行命令，不要派发业务任务。
只回复一句：MoSim｜安全合规 已建立，等待任务单。",,C:\Users\HP\.codex\sessions\2026\05\30\rollout-2026-05-30T01-47-04-019e74d8-c6fd-76c2-98fe-832dc1fea97b.jsonl
019e74d7-4d58-70f1-84f7-873641995f9a,1780581067,MoSim/quadrotor,user,no,review/audit,候选保留: MoSim 主项目记录,\\?\C:\Users\HP\Desktop\MoSim,"请创建一个标题为 MoSim｜验证评测 的 CoAgent 常驻部门对话。
部门职责：独立测试、复现实验、证据审核和验收结论。
对齐对象：DispatchAgent
这是部门入口初始化，不要读写文件，不要运行命令，不要派发业务任务。
只回复一句：MoSim｜验证评测 已建立，等待任务单。",,C:\Users\HP\.codex\sessions\2026\05\30\rollout-2026-05-30T01-45-27-019e74d7-4d58-70f1-84f7-873641995f9a.jsonl
019e74d5-d833-7e41-a65b-2868fd841ea1,1780581067,MoSim/quadrotor,user,no,main/general,候选保留: MoSim 主项目记录,\\?\C:\Users\HP\Desktop\MoSim,"请创建一个标题为 MoSim｜知识秘书 的 CoAgent 常驻部门对话。
部门职责：沉淀已接受决策、文档更新、索引更新和经验推广。
对齐对象：DispatchAgent
这是部门入口初始化，不要读写文件，不要运行命令，不要派发业务任务。
只回复一句：MoSim｜知识秘书 已建立，等待任务单。",,C:\Users\HP\.codex\sessions\2026\05\30\rollout-2026-05-30T01-43-52-019e74d5-d833-7e41-a65b-2868fd841ea1.jsonl
019e74d4-619c-7133-b53f-78fbefff780a,1780581067,MoSim/quadrotor,user,no,MCP/MWORKS,候选保留: MoSim 主项目记录,\\?\C:\Users\HP\Desktop\MoSim,"请创建一个标题为 MoSim｜工具链 MCP 的 CoAgent 常驻部门对话。
部门职责：维护 MCP/工具能力卡、健康探测、最小影响调用和故障降级。
对齐对象：DispatchAgent
这是部门入口初始化，不要读写文件，不要运行命令，不要派发业务任务。
只回复一句：MoSim｜工具链 MCP 已建立，等待任务单。",,C:\Users\HP\.codex\sessions\2026\05\30\rollout-2026-05-30T01-42-16-019e74d4-619c-7133-b53f-78fbefff780a.jsonl
019e74d2-ec4b-7603-a41b-596508ab6982,1780581067,MoSim/quadrotor,user,no,main/general,候选保留: MoSim 主项目记录,\\?\C:\Users\HP\Desktop\MoSim,"请创建一个标题为 MoSim｜上下文记忆索引 的 CoAgent 常驻部门对话。
部门职责：构建上下文包、维护记忆索引、控制上下文预算和新对话前情。
对齐对象：DispatchAgent
这是部门入口初始化，不要读写文件，不要运行命令，不要派发业务任务。
只回复一句：MoSim｜上下文记忆索引 已建立，等待任务单。",,C:\Users\HP\.codex\sessions\2026\05\30\rollout-2026-05-30T01-40-40-019e74d2-ec4b-7603-a41b-596508ab6982.jsonl
019e74d1-72fa-7d33-8783-90584035ae92,1780581067,MoSim/quadrotor,user,no,main/general,候选保留: MoSim 主项目记录,\\?\C:\Users\HP\Desktop\MoSim,"请创建一个标题为 MoSim｜Agent Runtime 平台 的 CoAgent 常驻部门对话。
部门职责：维护 CoAgent 会话生命周期、registry、transport、可见性和恢复机制。
对齐对象：DispatchAgent
这是部门入口初始化，不要读写文件，不要运行命令，不要派发业务任务。
只回复一句：MoSim｜Agent Runtime 平台 已建立，等待任务单。",,C:\Users\HP\.codex\sessions\2026\05\30\rollout-2026-05-30T01-39-04-019e74d1-72fa-7d33-8783-90584035ae92.jsonl
019e74cf-fb50-7d71-912c-f586b4dd5f06,1780581067,MoSim/quadrotor,user,no,main/general,候选保留: MoSim 主项目记录,\\?\C:\Users\HP\Desktop\MoSim,"请创建一个标题为 MoSim｜产品发现战略 的 CoAgent 常驻部门对话。
部门职责：判断任务价值、范围、取舍和路线优先级。
对齐对象：MainAgent
这是部门入口初始化，不要读写文件，不要运行命令，不要派发业务任务。
只回复一句：MoSim｜产品发现战略 已建立，等待任务单。",,C:\Users\HP\.codex\sessions\2026\05\30\rollout-2026-05-30T01-37-27-019e74cf-fb50-7d71-912c-f586b4dd5f06.jsonl
019e74ce-6e2e-7e71-902d-f6cee64e8a61,1780581067,MoSim/quadrotor,user,no,main/general,候选保留: MoSim 主项目记录,\\?\C:\Users\HP\Desktop\MoSim,"请创建一个标题为 MoSim｜调度中台 的 CoAgent 常驻部门对话。
部门职责：维护任务单、分派任务、记录状态、导入结果包，不做业务实现。
对齐对象：MainAgent
这是部门入口初始化，不要读写文件，不要运行命令，不要派发业务任务。
只回复一句：MoSim｜调度中台 已建立，等待任务单。",,C:\Users\HP\.codex\sessions\2026\05\30\rollout-2026-05-30T01-35-46-019e74ce-6e2e-7e71-902d-f6cee64e8a61.jsonl
019e74b9-2512-7171-94c7-edc4835fa5f9,1780581067,MoSim/quadrotor,user,no,main/general,候选保留: MoSim 主项目记录,\\?\C:\Users\HP\Desktop\MoSim,请创建一个标题为 MoSim｜可见对话测试-20260530 的测试对话。这是可见性验证，不要读写项目文件，不要运行命令。只回复一句：MoSim visible thread test 20260530 ok,,C:\Users\HP\.codex\sessions\2026\05\30\rollout-2026-05-30T01-12-31-019e74b9-2512-7171-94c7-edc4835fa5f9.jsonl
019e73e5-d97d-75a3-ba72-b52e19d755b3,1780581067,MoSim/quadrotor,user,no,main/general,候选保留: MoSim 主项目记录,\\?\C:\Users\HP\Desktop\MoSim,MoSim｜可见对话测试：请只回复一句 MoSim visible thread ok，不要修改任何文件。,,C:\Users\HP\.codex\sessions\2026\05\29\rollout-2026-05-29T21-21-43-019e73e5-d97d-75a3-ba72-b52e19d755b3.jsonl
019e6e3c-7f5a-75e3-89e1-323e7813026c,1780581067,Codex infrastructure,user,no,main/general,候选保留: Codex 迁移/修复基础设施记录,\\?\C:\Users\HP\Desktop\DH-deploy,现在测试DH子系统的时候显示知识库未导入。子系统的知识库是连的子系统的，请你给我导入知识库的步骤，不要直接帮我运行,,C:\Users\HP\.codex\sessions\2026\05\28\rollout-2026-05-28T18-58-39-019e6e3c-7f5a-75e3-89e1-323e7813026c.jsonl
019e6914-95fe-7790-816b-154513bbcf68,1780581067,Codex infrastructure,user,no,main/general,候选保留: Codex 迁移/修复基础设施记录,\\?\C:\Users\HP\Desktop\DH-deploy,当前项目是我很久之前开发并打包到当前主机中，因为中途该主机重装过一次，因此损失了一些关键文件。现在我需要重新配置到当前项目，请你通过阅读项目中的.tar和dockercompos等文件来帮我重新在本机部署好之前的项目,,C:\Users\HP\.codex\sessions\2026\05\27\rollout-2026-05-27T18-56-57-019e6914-95fe-7790-816b-154513bbcf68.jsonl
